preqc_genome_name,postqc_genome_name,sample_or_strain_name,genome_status,checkm2_postqc_Completeness,checkm2_postqc_Contamination,checkm2_postqc_Genome_Size,checkm2_preqc_Completeness,checkm2_preqc_Contamination,checkm2_preqc_Genome_Size,gtdbtk_classification,gtdbtk_closest_genome_reference,gunc_postqc_n_contigs,gunc_postqc_pass.GUNC,gunc_preqc_n_contigs,gunc_preqc_pass.GUNC
SRR30598631_bin.17.permissive.fa,cleaned_SRR30598631_bin.17.permissive_filtered_kept_contigs.fa,SRR30598631,MAG,99.99,1.09,2331176,96.83,3.09,2368230,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter;s__Ellagibacter sp934636505,GCF_934636505.1,53,TRUE,95,FALSE
SRR30598631_bin.21.orig.fa,cleaned_SRR30598631_bin.21.orig_filtered_kept_contigs.fa,SRR30598631,MAG,92.54,0.27,2493447,92.54,0.27,2493447,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp000434615,GCA_000434615.1,83,TRUE,83,TRUE
SRR30598631_bin.25.strict.fa,cleaned_SRR30598631_bin.25.strict_filtered_kept_contigs.fa,SRR30598631,MAG,93.59,0.4,1847618,93.51,0.49,1896781,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345,GCA_004556345.1,61,TRUE,111,TRUE
SRR30598631_bin.27.strict.fa,cleaned_SRR30598631_bin.27.strict_filtered_kept_contigs.fa,SRR30598631,MAG,96.84,0.38,2232838,96.36,0.36,2256587,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005,GCA_900540005.1,222,TRUE,243,FALSE
SRR30598631_bin.29.strict.fa,cleaned_SRR30598631_bin.29.strict_filtered_kept_contigs.fa,SRR30598631,MAG,96.73,0.76,2729926,96.73,0.86,2759638,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFMI01;s__SFMI01 sp004556155,GCA_004556155.1,77,TRUE,120,TRUE
SRR30598631_bin.30.strict.fa,cleaned_SRR30598631_bin.30.strict_filtered_kept_contigs.fa,SRR30598631,MAG,98.7,0.27,1524647,99.35,0.29,1571798,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter infans,GCA_009827235.1,255,TRUE,274,TRUE
SRR30598631_bin.31.orig.fa,cleaned_SRR30598631_bin.31.orig_filtered_kept_contigs.fa,SRR30598631,MAG,90.12,0.06,1710679,90.12,0.06,1712246,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003539495,GCA_003539495.1,45,TRUE,46,TRUE
SRR30598631_bin.34.strict.fa,cleaned_SRR30598631_bin.34.strict_filtered_kept_contigs.fa,SRR30598631,MAG,99.66,1.43,2761311,99.76,1.71,2867047,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635,GCA_000433635.1,132,TRUE,185,FALSE
SRR30598631_bin.4.orig.fa,cleaned_SRR30598631_bin.4.orig_filtered_kept_contigs.fa,SRR30598631,MAG,97.8,0.05,1610808,97.8,0.05,1610808,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435,GCA_000434435.1,38,TRUE,38,TRUE
SRR30598631_bin.41.orig.fa,cleaned_SRR30598631_bin.41.orig_filtered_kept_contigs.fa,SRR30598631,MAG,99.96,0.12,2762457,99.97,0.11,2771150,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis,GCA_004000625.1,80,TRUE,81,TRUE
SRR30598631_bin.49.orig.fa,cleaned_SRR30598631_bin.49.orig_filtered_kept_contigs.fa,SRR30598631,MAG,93.81,1.81,3131844,93.76,1.81,3155128,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium sp934292725,GCA_934292725.1,288,TRUE,290,TRUE
SRR30598631_bin.51.strict.fa,cleaned_SRR30598631_bin.51.strict_filtered_kept_contigs.fa,SRR30598631,MAG,95,0.05,2270013,97.52,1.76,2290396,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp003150315,GCA_028724165.1,76,TRUE,103,FALSE
SRR30598631_bin.55.orig.fa,cleaned_SRR30598631_bin.55.orig_filtered_kept_contigs.fa,SRR30598631,MAG,98.94,0.34,1993743,98.94,0.34,1993743,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp003533405,GCA_003533405.1,21,TRUE,21,TRUE
SRR30598631_bin.56.orig.fa,cleaned_SRR30598631_bin.56.orig_filtered_kept_contigs.fa,SRR30598631,MAG,95.62,0.29,2837947,98.97,0.45,2882745,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565,GCA_004557565.1,106,TRUE,108,TRUE
SRR30598631_bin.6.orig.fa,cleaned_SRR30598631_bin.6.orig_filtered_kept_contigs.fa,SRR30598631,MAG,97.04,1.12,2302251,97.04,1.12,2302251,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775,GCA_037368805.1,33,TRUE,33,TRUE
SRR30598631_bin.61.orig.fa,cleaned_SRR30598631_bin.61.orig_filtered_kept_contigs.fa,SRR30598631,MAG,90.19,2.33,1783871,90.79,2.2,1805383,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900757655,GCA_900757655.1,109,TRUE,110,TRUE
SRR30598631_bin.62.orig.fa,cleaned_SRR30598631_bin.62.orig_filtered_kept_contigs.fa,SRR30598631,MAG,96.31,0.36,1877097,94.97,0.71,1933804,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter faecis,GCF_014306095.1,154,TRUE,164,FALSE
SRR30598631_bin.67.orig.fa,cleaned_SRR30598631_bin.67.orig_filtered_kept_contigs.fa,SRR30598631,MAG,99.75,1,2500044,99.75,1,2501594,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900319575,GCA_900319575.1,114,TRUE,115,TRUE
SRR30598631_bin.68.strict.fa,cleaned_SRR30598631_bin.68.strict_filtered_kept_contigs.fa,SRR30598631,MAG,99.34,1.13,2633174,99.44,1.47,2666332,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1889;s__UMGS1889 sp900556055,GCA_902463265.1,59,TRUE,93,TRUE
SRR30598631_bin.69.orig.fa,cleaned_SRR30598631_bin.69.orig_filtered_kept_contigs.fa,SRR30598631,MAG,99.93,0.01,2523412,99.93,0.01,2530960,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505,GCF_003477605.1,55,TRUE,59,TRUE
SRR30598631_bin.71.orig.fa,cleaned_SRR30598631_bin.71.orig_filtered_kept_contigs.fa,SRR30598631,MAG,98.93,0.49,2077949,99.58,0.38,2403414,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp900764565,GCF_900764565.1,103,TRUE,119,TRUE
SRR30598631_bin.73.strict.fa,cleaned_SRR30598631_bin.73.strict_filtered_kept_contigs.fa,SRR30598631,MAG,91.5,0.12,2026080,92.04,0.13,2060494,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259 sp900760875,GCA_900760875.1,121,TRUE,134,TRUE
SRR30598631_bin.74.orig.fa,cleaned_SRR30598631_bin.74.orig_filtered_kept_contigs.fa,SRR30598631,MAG,92.33,1.2,1427324,95.69,1.2,1471850,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp900541355,GCA_900541355.1,191,TRUE,203,TRUE
SRR30598631_bin.76.orig.fa,cleaned_SRR30598631_bin.76.orig_filtered_kept_contigs.fa,SRR30598631,MAG,93.02,1.46,1782651,92.49,1.44,1895870,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp934754415,GCA_934754415.1,73,TRUE,79,TRUE
SRR30598631_bin.8.orig.fa,cleaned_SRR30598631_bin.8.orig_filtered_kept_contigs.fa,SRR30598631,MAG,95.92,1.75,3090799,97.25,1.89,3114277,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595,GCA_000437595.1,101,TRUE,103,TRUE
SRR30598631_bin.85.orig.fa,cleaned_SRR30598631_bin.85.orig_filtered_kept_contigs.fa,SRR30598631,MAG,95.16,0.12,2838119,95.33,0.2,2874460,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp000438155,GCA_000438155.1,158,TRUE,161,TRUE
SRR30598631_bin.86.orig.fa,cleaned_SRR30598631_bin.86.orig_filtered_kept_contigs.fa,SRR30598631,MAG,99.95,0.12,2043024,99.98,0.15,2084958,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__,,122,TRUE,124,TRUE
SRR30598631_bin.87.permissive.fa,cleaned_SRR30598631_bin.87.permissive_filtered_kept_contigs.fa,SRR30598631,MAG,99.93,0.92,2190100,99.94,1.17,2289456,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,,27,TRUE,108,FALSE
SRR30598631_bin.92.orig.fa,cleaned_SRR30598631_bin.92.orig_filtered_kept_contigs.fa,SRR30598631,MAG,90.79,1.11,2438895,90.79,1.11,2438895,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia sp022174665,GCF_022174665.1,114,TRUE,114,TRUE
SRR30598633_bin.2.strict.fa,cleaned_SRR30598633_bin.2.strict_filtered_kept_contigs.fa,SRR30598633,MAG,99.94,0.43,2432193,99.95,0.3,2519347,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium,GCF_029023785.1,139,TRUE,200,FALSE
SRR30598633_bin.4.permissive.fa,cleaned_SRR30598633_bin.4.permissive_filtered_kept_contigs.fa,SRR30598633,MAG,99.95,0.36,6027283,99.94,0.42,6104248,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,GCF_000011065.1,52,TRUE,66,TRUE
SRR30598634_bin.1.permissive.fa,cleaned_SRR30598634_bin.1.permissive_filtered_kept_contigs.fa,SRR30598634,MAG,97.99,1.09,4977337,98.8,0.95,5106247,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasipneumoniae,GCF_020525925.1,131,TRUE,211,TRUE
SRR30598634_bin.3.orig.fa,cleaned_SRR30598634_bin.3.orig_filtered_kept_contigs.fa,SRR30598634,MAG,100,3.12,6014619,100,3.72,6138784,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,281,TRUE,288,TRUE
SRR30598634_bin.4.permissive.fa,cleaned_SRR30598634_bin.4.permissive_filtered_kept_contigs.fa,SRR30598634,MAG,99.34,0.29,1875575,99.98,0.25,2018058,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis,GCF_900113455.1,89,TRUE,106,TRUE
SRR30598634_bin.5.strict.fa,cleaned_SRR30598634_bin.5.strict_filtered_kept_contigs.fa,SRR30598634,MAG,90.59,0.09,3193996,93.85,0.14,3288664,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp934191715,GCF_949820605.1,254,TRUE,300,TRUE
SRR30598634_bin.6.orig.fa,cleaned_SRR30598634_bin.6.orig_filtered_kept_contigs.fa,SRR30598634,MAG,100,0.73,2740382,100,0.74,2771380,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium,GCF_029023785.1,121,TRUE,123,TRUE
SRR30598635_bin.10.permissive.fa,cleaned_SRR30598635_bin.10.permissive_filtered_kept_contigs.fa,SRR30598635,MAG,94.6,3.87,3942127,95.5,3.82,4136872,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp934191715,GCF_949820605.1,214,TRUE,401,TRUE
SRR30598635_bin.15.orig.fa,cleaned_SRR30598635_bin.15.orig_filtered_kept_contigs.fa,SRR30598635,MAG,96.04,0.07,2632459,96.04,0.07,2632459,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp000437755,GCA_000437755.1,121,TRUE,121,TRUE
SRR30598635_bin.19.orig.fa,cleaned_SRR30598635_bin.19.orig_filtered_kept_contigs.fa,SRR30598635,MAG,92.05,0.35,2722271,92.05,0.35,2722271,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436535,GCA_000436535.1,136,TRUE,136,TRUE
SRR30598635_bin.2.orig.fa,cleaned_SRR30598635_bin.2.orig_filtered_kept_contigs.fa,SRR30598635,MAG,90.76,0.03,3159836,91.25,0.04,3177798,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens faecihominis,GCF_020686945.1,217,TRUE,219,TRUE
SRR30598635_bin.20.strict.fa,cleaned_SRR30598635_bin.20.strict_filtered_kept_contigs.fa,SRR30598635,MAG,92.6,0.93,1143169,92.61,1.14,1153796,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp900769705,GCA_900769705.1,357,TRUE,368,TRUE
SRR30598635_bin.27.orig.fa,cleaned_SRR30598635_bin.27.orig_filtered_kept_contigs.fa,SRR30598635,MAG,98.72,0.22,1826007,98.72,0.21,1853783,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539325,GCF_900539325.1,120,TRUE,122,TRUE
SRR30598635_bin.29.strict.fa,cleaned_SRR30598635_bin.29.strict_filtered_kept_contigs.fa,SRR30598635,MAG,99.98,0.38,2190571,99.98,0.37,2246717,d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp022722495,GCA_022743185.1,99,TRUE,118,FALSE
SRR30598635_bin.30.orig.fa,cleaned_SRR30598635_bin.30.orig_filtered_kept_contigs.fa,SRR30598635,MAG,99.56,0.13,2877841,99.63,0.14,2879708,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp000435595,GCA_000435595.1,148,TRUE,149,TRUE
SRR30598635_bin.31.orig.fa,cleaned_SRR30598635_bin.31.orig_filtered_kept_contigs.fa,SRR30598635,MAG,100,0.1,4560701,100,0.1,4560701,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,85,TRUE,85,TRUE
SRR30598635_bin.33.orig.fa,cleaned_SRR30598635_bin.33.orig_filtered_kept_contigs.fa,SRR30598635,MAG,91.93,0.61,4405184,93.7,1.04,4621240,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei,GCF_013009555.1,195,TRUE,219,FALSE
SRR30598635_bin.36.orig.fa,cleaned_SRR30598635_bin.36.orig_filtered_kept_contigs.fa,SRR30598635,MAG,99.95,0.05,1935681,99.95,0.05,1938373,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinihominis,GCF_040096285.1,119,TRUE,120,TRUE
SRR30598635_bin.4.orig.fa,cleaned_SRR30598635_bin.4.orig_filtered_kept_contigs.fa,SRR30598635,MAG,93.86,0,2457811,97.71,0.01,2537704,d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis,GCF_020687385.1,101,TRUE,106,TRUE
SRR30598635_bin.41.orig.fa,cleaned_SRR30598635_bin.41.orig_filtered_kept_contigs.fa,SRR30598635,MAG,91.16,0.34,2068349,91.27,0.68,2076671,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,,44,TRUE,45,TRUE
SRR30598635_bin.42.orig.fa,cleaned_SRR30598635_bin.42.orig_filtered_kept_contigs.fa,SRR30598635,MAG,99.86,0.12,2967063,99.87,0.21,2974471,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,GCF_027667425.1,41,TRUE,42,TRUE
SRR30598635_bin.44.strict.fa,cleaned_SRR30598635_bin.44.strict_filtered_kept_contigs.fa,SRR30598635,MAG,94.95,0.21,2060732,95.02,0.52,2066660,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia sp003474385,GCF_003474385.1,44,TRUE,52,TRUE
SRR30598635_bin.45.orig.fa,cleaned_SRR30598635_bin.45.orig_filtered_kept_contigs.fa,SRR30598635,MAG,93.85,0.78,2334265,93.85,0.78,2334265,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus,GCF_000468015.1,206,TRUE,206,TRUE
SRR30598635_bin.46.orig.fa,cleaned_SRR30598635_bin.46.orig_filtered_kept_contigs.fa,SRR30598635,MAG,97.64,0.63,2414527,97.64,0.63,2414527,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835,GCA_000431835.1,43,TRUE,43,TRUE
SRR30598635_bin.47.orig.fa,cleaned_SRR30598635_bin.47.orig_filtered_kept_contigs.fa,SRR30598635,MAG,100,0.98,2787139,100,0.9,2802013,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti,GCF_025567285.1,53,TRUE,54,TRUE
SRR30598635_bin.48.orig.fa,cleaned_SRR30598635_bin.48.orig_filtered_kept_contigs.fa,SRR30598635,MAG,97.99,0.31,3088375,97.99,0.27,3166136,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola;s__Huintestinicola sp900768995,GCA_900768995.1,420,TRUE,430,TRUE
SRR30598635_bin.54.orig.fa,cleaned_SRR30598635_bin.54.orig_filtered_kept_contigs.fa,SRR30598635,MAG,100,0.39,2591078,100,0.39,2591078,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola ammoniilytica,GCF_025567085.1,49,TRUE,49,TRUE
SRR30598635_bin.55.strict.fa,cleaned_SRR30598635_bin.55.strict_filtered_kept_contigs.fa,SRR30598635,MAG,99.99,0.39,2247843,99.99,0.39,2255111,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,GCF_001025215.1,14,TRUE,21,TRUE
SRR30598635_bin.56.orig.fa,cleaned_SRR30598635_bin.56.orig_filtered_kept_contigs.fa,SRR30598635,MAG,99.35,0.36,1862687,99.35,0.36,1873375,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis,GCF_900291955.1,192,TRUE,196,TRUE
SRR30598635_bin.57.permissive.fa,cleaned_SRR30598635_bin.57.permissive_filtered_kept_contigs.fa,SRR30598635,MAG,92.55,0.04,1669934,92.73,0.13,1712909,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius_D,GCF_002094975.1,356,TRUE,399,TRUE
SRR30598635_bin.60.orig.fa,cleaned_SRR30598635_bin.60.orig_filtered_kept_contigs.fa,SRR30598635,MAG,98.45,0.41,3069947,98.45,0.41,3069947,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis,GCF_900106785.1,123,TRUE,123,TRUE
SRR30598638_bin.10.orig.fa,cleaned_SRR30598638_bin.10.orig_filtered_kept_contigs.fa,SRR30598638,MAG,90.99,0.14,4004614,92.14,0.13,4058252,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,GCF_025147485.1,148,TRUE,153,TRUE
SRR30598638_bin.12.orig.fa,cleaned_SRR30598638_bin.12.orig_filtered_kept_contigs.fa,SRR30598638,MAG,100,2.4,2112051,100,2.4,2112051,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus intestinigallinarum,GCA_019117105.1,102,TRUE,102,TRUE
SRR30598638_bin.18.orig.fa,cleaned_SRR30598638_bin.18.orig_filtered_kept_contigs.fa,SRR30598638,MAG,96.13,0.68,2730610,96.13,0.68,2730610,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp003478505,GCF_003478505.1,108,TRUE,108,TRUE
SRR30598638_bin.19.strict.fa,cleaned_SRR30598638_bin.19.strict_filtered_kept_contigs.fa,SRR30598638,MAG,99.98,1.43,2241663,99.98,1.45,2251858,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,GCF_001025215.1,21,TRUE,36,TRUE
SRR30598638_bin.20.orig.fa,cleaned_SRR30598638_bin.20.orig_filtered_kept_contigs.fa,SRR30598638,MAG,99.3,0.89,1800638,99.27,0.99,1831894,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__,,247,TRUE,258,TRUE
SRR30598638_bin.26.orig.fa,cleaned_SRR30598638_bin.26.orig_filtered_kept_contigs.fa,SRR30598638,MAG,94.38,0.26,2128560,94.38,0.26,2128560,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis,GCF_000311845.1,45,TRUE,45,TRUE
SRR30598638_bin.29.orig.fa,cleaned_SRR30598638_bin.29.orig_filtered_kept_contigs.fa,SRR30598638,MAG,99.87,0.07,2480003,99.94,0.06,2494281,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,GCF_951793255.1,196,TRUE,198,TRUE
SRR30598638_bin.32.orig.fa,cleaned_SRR30598638_bin.32.orig_filtered_kept_contigs.fa,SRR30598638,MAG,99.94,0.03,2906826,99.97,0.03,2928901,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,GCF_000296465.1,225,TRUE,230,TRUE
SRR30598638_bin.35.orig.fa,cleaned_SRR30598638_bin.35.orig_filtered_kept_contigs.fa,SRR30598638,MAG,99.85,0.26,2259062,99.87,0.26,2272012,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia sp003474385,GCF_003474385.1,49,TRUE,50,TRUE
SRR30598638_bin.36.orig.fa,cleaned_SRR30598638_bin.36.orig_filtered_kept_contigs.fa,SRR30598638,MAG,99.68,0.93,4689765,99.72,1.05,4693470,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,GCF_000012845.1,106,TRUE,107,TRUE
SRR30598638_bin.38.orig.fa,cleaned_SRR30598638_bin.38.orig_filtered_kept_contigs.fa,SRR30598638,MAG,91.69,0.12,2287235,91.53,0.15,2304028,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis,GCF_900104635.1,36,TRUE,42,TRUE
SRR30598638_bin.39.orig.fa,cleaned_SRR30598638_bin.39.orig_filtered_kept_contigs.fa,SRR30598638,MAG,99.98,0.39,3184525,99.98,0.39,3184525,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,GCF_025145285.1,54,TRUE,54,TRUE
SRR30598638_bin.43.orig.fa,cleaned_SRR30598638_bin.43.orig_filtered_kept_contigs.fa,SRR30598638,MAG,94.56,0.08,3937222,94.56,0.08,3937222,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii,GCF_025151045.1,111,TRUE,111,TRUE
SRR30598638_bin.44.orig.fa,cleaned_SRR30598638_bin.44.orig_filtered_kept_contigs.fa,SRR30598638,MAG,99.95,1.18,2590168,99.96,1.18,2608564,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__,,114,TRUE,115,TRUE
SRR30598638_bin.47.strict.fa,cleaned_SRR30598638_bin.47.strict_filtered_kept_contigs.fa,SRR30598638,MAG,98.76,0.1,2167624,99.68,0.3,2253936,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,GCF_000196555.1,41,TRUE,65,TRUE
