preqc_genome_name,postqc_genome_name,sample_or_strain_name,genome_status,checkm2_postqc_Completeness,checkm2_postqc_Contamination,checkm2_postqc_Genome_Size,checkm2_preqc_Completeness,checkm2_preqc_Contamination,checkm2_preqc_Genome_Size,gtdbtk_classification,gtdbtk_closest_genome_reference,gunc_postqc_n_contigs,gunc_postqc_pass.GUNC,gunc_preqc_n_contigs,gunc_preqc_pass.GUNC
SRR30598626_bin.37.orig.fa,cleaned_SRR30598626_bin.37.orig_filtered_kept_contigs.fa,SRR30598626,MAG,90.73,2.12,3238339,90.73,2.12,3238339,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectibacter,GCF_014287515.2,115,TRUE,115,TRUE
SRR30598626_bin.38.strict.fa,cleaned_SRR30598626_bin.38.strict_filtered_kept_contigs.fa,SRR30598626,MAG,91.54,0.02,2668224,91.64,0.05,2689557,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea fessa,GCF_003024715.1,114,TRUE,145,FALSE
SRR30598626_bin.4.strict.fa,cleaned_SRR30598626_bin.4.strict_filtered_kept_contigs.fa,SRR30598626,MAG,92.13,1.22,2637702,92.13,1.28,2675363,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695,GCA_025758045.1,148,TRUE,180,TRUE
SRR30598626_bin.40.strict.fa,cleaned_SRR30598626_bin.40.strict_filtered_kept_contigs.fa,SRR30598626,MAG,95.12,0.24,2881100,96.48,0.24,2913710,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,GCF_000265365.1,31,TRUE,50,TRUE
SRR30598626_bin.41.strict.fa,cleaned_SRR30598626_bin.41.strict_filtered_kept_contigs.fa,SRR30598626,MAG,92.11,1.48,2140307,94.71,1.59,2252007,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp947254205,GCA_947254205.1,213,TRUE,258,TRUE
SRR30598626_bin.43.orig.fa,cleaned_SRR30598626_bin.43.orig_filtered_kept_contigs.fa,SRR30598626,MAG,99.91,0.01,3102278,99.91,0.01,3112919,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor hominis,GCA_040096245.1,91,TRUE,93,TRUE
SRR30598626_bin.46.orig.fa,cleaned_SRR30598626_bin.46.orig_filtered_kept_contigs.fa,SRR30598626,MAG,92.94,0.11,1533106,93,0.1,1541626,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835,GCA_000436835.1,435,TRUE,437,FALSE
SRR30598626_bin.48.strict.fa,cleaned_SRR30598626_bin.48.strict_filtered_kept_contigs.fa,SRR30598626,MAG,99.89,2.27,3789727,99.95,3.17,3902843,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum,GCA_012317185.1,184,TRUE,223,FALSE
SRR30598626_bin.51.orig.fa,cleaned_SRR30598626_bin.51.orig_filtered_kept_contigs.fa,SRR30598626,MAG,92.85,1.08,2351731,92.83,1.35,2419759,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens,GCF_003096535.1,247,TRUE,257,TRUE
SRR30598626_bin.55.orig.fa,cleaned_SRR30598626_bin.55.orig_filtered_kept_contigs.fa,SRR30598626,MAG,95.08,4.42,3042016,95.69,4.35,3166815,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila sp902373525,GCF_902373525.1,353,TRUE,362,TRUE
SRR30598626_bin.60.strict.fa,cleaned_SRR30598626_bin.60.strict_filtered_kept_contigs.fa,SRR30598626,MAG,98.36,0.73,1644604,98.36,0.82,1666344,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus stomatis,GCF_000147675.1,58,TRUE,75,TRUE
SRR30598626_bin.61.strict.fa,cleaned_SRR30598626_bin.61.strict_filtered_kept_contigs.fa,SRR30598626,MAG,96.87,0.65,3230584,96.87,0.76,3284206,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster porci,GCF_009696375.1,40,TRUE,110,TRUE
SRR30598626_bin.62.strict.fa,cleaned_SRR30598626_bin.62.strict_filtered_kept_contigs.fa,SRR30598626,MAG,95.46,1.39,1874677,97.1,1.65,1890117,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Moryella;s__Moryella indoligenes,GCF_030812885.1,258,TRUE,280,TRUE
SRR30598626_bin.65.orig.fa,cleaned_SRR30598626_bin.65.orig_filtered_kept_contigs.fa,SRR30598626,MAG,97.68,1.13,3126906,97.85,2.12,3179335,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,GCF_000949455.1,149,TRUE,157,FALSE
SRR30598626_bin.66.orig.fa,cleaned_SRR30598626_bin.66.orig_filtered_kept_contigs.fa,SRR30598626,MAG,100,0.21,2677304,100,0.2,2759965,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,GCF_000020225.1,78,TRUE,93,FALSE
SRR30598626_bin.69.orig.fa,cleaned_SRR30598626_bin.69.orig_filtered_kept_contigs.fa,SRR30598626,MAG,99.99,0.21,2653343,100,0.2,2674316,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,GCF_951793255.1,129,TRUE,132,TRUE
SRR30598626_bin.7.orig.fa,cleaned_SRR30598626_bin.7.orig_filtered_kept_contigs.fa,SRR30598626,MAG,96.08,0.11,1864897,96.07,0.15,1890964,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum_A;s__Anaerotignum_A faecicola,GCF_003865035.1,250,TRUE,255,TRUE
SRR30598626_bin.72.strict.fa,cleaned_SRR30598626_bin.72.strict_filtered_kept_contigs.fa,SRR30598626,MAG,91.3,0.04,2421845,93.59,0.1,2484404,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae,GCF_010509575.1,60,TRUE,133,TRUE
SRR30598626_bin.73.orig.fa,cleaned_SRR30598626_bin.73.orig_filtered_kept_contigs.fa,SRR30598626,MAG,93.63,0.52,4317287,94.33,0.51,4342765,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,GCF_025147485.1,86,TRUE,87,TRUE
SRR30598626_bin.75.orig.fa,cleaned_SRR30598626_bin.75.orig_filtered_kept_contigs.fa,SRR30598626,MAG,91.61,0.11,2595852,91.99,0.12,2620172,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066785,GCA_003478035.1,138,TRUE,139,TRUE
SRR30598626_bin.76.orig.fa,cleaned_SRR30598626_bin.76.orig_filtered_kept_contigs.fa,SRR30598626,MAG,97.14,0.25,1798452,97.14,0.25,1802932,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp030540085,GCA_030540085.1,110,TRUE,111,TRUE
SRR30598626_bin.77.orig.fa,cleaned_SRR30598626_bin.77.orig_filtered_kept_contigs.fa,SRR30598626,MAG,99.99,0.23,2735618,99.99,0.4,2799824,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis,GCF_900104635.1,51,TRUE,55,TRUE
SRR30598626_bin.78.orig.fa,cleaned_SRR30598626_bin.78.orig_filtered_kept_contigs.fa,SRR30598626,MAG,96.6,1.56,2894812,96.6,1.56,2894812,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis,GCF_003315195.1,75,TRUE,75,TRUE
SRR30598626_bin.9.orig.fa,cleaned_SRR30598626_bin.9.orig_filtered_kept_contigs.fa,SRR30598626,MAG,99.52,0.92,2058691,100,0.81,2176020,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai,GCA_964259225.1,90,TRUE,96,TRUE
SRR30598627_bin.11.orig.fa,cleaned_SRR30598627_bin.11.orig_filtered_kept_contigs.fa,SRR30598627,MAG,99.89,0.47,6361698,99.89,0.47,6361698,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,GCF_000011065.1,76,TRUE,76,TRUE
SRR30598627_bin.2.strict.fa,cleaned_SRR30598627_bin.2.strict_filtered_kept_contigs.fa,SRR30598627,MAG,97.62,0.2,3871715,97.43,0.29,3938656,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp934191715,GCF_949820605.1,116,TRUE,195,TRUE
SRR30598627_bin.4.permissive.fa,cleaned_SRR30598627_bin.4.permissive_filtered_kept_contigs.fa,SRR30598627,MAG,97.52,0.13,2644940,99.66,0.14,2768916,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum,GCF_020687245.1,135,TRUE,227,TRUE
SRR30598627_bin.5.strict.fa,cleaned_SRR30598627_bin.5.strict_filtered_kept_contigs.fa,SRR30598627,MAG,90.08,0.71,4490631,91.41,1.08,4573051,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei,GCF_013009555.1,182,TRUE,236,TRUE
SRR30598627_bin.6.orig.fa,cleaned_SRR30598627_bin.6.orig_filtered_kept_contigs.fa,SRR30598627,MAG,96.79,0.93,4424049,97.07,1.15,4472410,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,GCF_000012845.1,315,TRUE,324,TRUE
SRR30598627_bin.7.strict.fa,cleaned_SRR30598627_bin.7.strict_filtered_kept_contigs.fa,SRR30598627,MAG,93.19,0.26,4915070,100,0.55,5450582,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,135,TRUE,160,TRUE
SRR30598628_bin.1.orig.fa,cleaned_SRR30598628_bin.1.orig_filtered_kept_contigs.fa,SRR30598628,MAG,100,0.12,2352735,100,0.12,2359504,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,GCF_010669225.1,60,TRUE,61,TRUE
SRR30598628_bin.11.strict.fa,cleaned_SRR30598628_bin.11.strict_filtered_kept_contigs.fa,SRR30598628,MAG,91.25,1.83,2261821,93.04,2.83,2562291,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis,GCF_000156655.1,158,TRUE,246,FALSE
SRR30598628_bin.12.orig.fa,cleaned_SRR30598628_bin.12.orig_filtered_kept_contigs.fa,SRR30598628,MAG,98.72,0.15,2544379,98.72,0.15,2544379,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235,GCA_003447235.1,86,TRUE,86,TRUE
SRR30598628_bin.13.permissive.fa,cleaned_SRR30598628_bin.13.permissive_filtered_kept_contigs.fa,SRR30598628,MAG,100,2.92,5725861,100,4.47,6020326,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,263,TRUE,362,TRUE
SRR30598628_bin.16.strict.fa,cleaned_SRR30598628_bin.16.strict_filtered_kept_contigs.fa,SRR30598628,MAG,95.63,1.6,3230908,95.57,2,3258260,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinihominis,GCF_040096655.1,132,TRUE,167,TRUE
SRR30598628_bin.17.orig.fa,cleaned_SRR30598628_bin.17.orig_filtered_kept_contigs.fa,SRR30598628,MAG,92.93,0.03,2500854,93.11,0.03,2506139,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900541575,GCA_900541575.1,89,TRUE,90,TRUE
SRR30598628_bin.19.orig.fa,cleaned_SRR30598628_bin.19.orig_filtered_kept_contigs.fa,SRR30598628,MAG,99.71,0.06,1785420,99.71,0.06,1785420,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp001765415,GCA_001765415.1,123,TRUE,123,TRUE
SRR30598628_bin.2.orig.fa,cleaned_SRR30598628_bin.2.orig_filtered_kept_contigs.fa,SRR30598628,MAG,92.55,4.65,2922393,92.55,4.65,2922393,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595,GCA_025757985.1,96,TRUE,96,TRUE
SRR30598628_bin.21.orig.fa,cleaned_SRR30598628_bin.21.orig_filtered_kept_contigs.fa,SRR30598628,MAG,97.65,0.78,1748412,97.72,0.74,1757977,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri,GCF_000016825.1,210,TRUE,213,TRUE
SRR30598628_bin.24.orig.fa,cleaned_SRR30598628_bin.24.orig_filtered_kept_contigs.fa,SRR30598628,MAG,99.74,0.25,1856250,99.74,0.29,1858346,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335,GCA_025757685.1,31,TRUE,32,TRUE
SRR30598628_bin.26.orig.fa,cleaned_SRR30598628_bin.26.orig_filtered_kept_contigs.fa,SRR30598628,MAG,99.86,1.42,1707238,99.84,1.41,1708373,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii,GCF_001433875.1,76,TRUE,77,TRUE
SRR30598628_bin.28.orig.fa,cleaned_SRR30598628_bin.28.orig_filtered_kept_contigs.fa,SRR30598628,MAG,99.96,0.33,4923946,99.96,0.33,4923946,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,GCF_000012845.1,54,TRUE,54,TRUE
SRR30598628_bin.3.orig.fa,cleaned_SRR30598628_bin.3.orig_filtered_kept_contigs.fa,SRR30598628,MAG,92.13,0.11,1591545,92.13,0.11,1591545,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis,GCF_900475675.1,125,TRUE,125,TRUE
SRR30598628_bin.4.orig.fa,cleaned_SRR30598628_bin.4.orig_filtered_kept_contigs.fa,SRR30598628,MAG,99.98,0.12,3398378,99.98,0.12,3398378,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900543975,GCA_900543975.1,101,TRUE,101,TRUE
SRR30598628_bin.6.permissive.fa,cleaned_SRR30598628_bin.6.permissive_filtered_kept_contigs.fa,SRR30598628,MAG,99.8,0.11,1761415,99.8,0.12,1795490,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter infans,GCA_009827235.1,34,TRUE,57,TRUE
SRR30598628_bin.7.orig.fa,cleaned_SRR30598628_bin.7.orig_filtered_kept_contigs.fa,SRR30598628,MAG,99.91,0.52,3310193,99.91,0.52,3310193,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,GCF_025145845.1,57,TRUE,57,TRUE
SRR30598630_bin.14.orig.fa,cleaned_SRR30598630_bin.14.orig_filtered_kept_contigs.fa,SRR30598630,MAG,99.98,1,2498374,99.98,1,2500106,d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp934178345,GCA_934178345.1,117,TRUE,118,TRUE
SRR30598630_bin.19.strict.fa,cleaned_SRR30598630_bin.19.strict_filtered_kept_contigs.fa,SRR30598630,MAG,96.01,2.22,1938728,92.51,2.36,2015004,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG3159;s__RGIG3159 sp938049125,GCA_938049125.1,149,TRUE,218,FALSE
SRR30598630_bin.21.orig.fa,cleaned_SRR30598630_bin.21.orig_filtered_kept_contigs.fa,SRR30598630,MAG,99.92,0.04,3036043,99.96,0.07,3071016,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,GCF_000296465.1,52,TRUE,55,TRUE
SRR30598630_bin.22.strict.fa,cleaned_SRR30598630_bin.22.strict_filtered_kept_contigs.fa,SRR30598630,MAG,94.04,0.49,1769675,96.47,0.5,1804713,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus equicursoris,GCF_001434815.1,307,TRUE,325,TRUE
SRR30598630_bin.23.orig.fa,cleaned_SRR30598630_bin.23.orig_filtered_kept_contigs.fa,SRR30598630,MAG,99.89,0.1,2525112,99.94,0.1,2535025,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,GCF_951793255.1,229,TRUE,230,TRUE
SRR30598630_bin.25.orig.fa,cleaned_SRR30598630_bin.25.orig_filtered_kept_contigs.fa,SRR30598630,MAG,94.61,1.5,1812807,94.61,1.5,1814567,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975,GCA_000435975.1,65,TRUE,66,TRUE
SRR30598630_bin.26.orig.fa,cleaned_SRR30598630_bin.26.orig_filtered_kept_contigs.fa,SRR30598630,MAG,95.48,1.4,2016736,96.49,1.38,2070017,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus,GCF_004843545.1,46,TRUE,51,TRUE
SRR30598630_bin.28.strict.fa,cleaned_SRR30598630_bin.28.strict_filtered_kept_contigs.fa,SRR30598630,MAG,99.58,0.08,4227282,99.72,0.38,4290903,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,128,TRUE,175,TRUE
SRR30598630_bin.29.strict.fa,cleaned_SRR30598630_bin.29.strict_filtered_kept_contigs.fa,SRR30598630,MAG,99.05,0.09,3008360,98.98,1.13,3027919,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis,GCF_000225345.1,85,TRUE,114,TRUE
SRR30598630_bin.3.orig.fa,cleaned_SRR30598630_bin.3.orig_filtered_kept_contigs.fa,SRR30598630,MAG,94.63,1.06,4452120,95.13,1.1,4547163,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,GCF_000012845.1,290,TRUE,298,TRUE
SRR30598630_bin.31.orig.fa,cleaned_SRR30598630_bin.31.orig_filtered_kept_contigs.fa,SRR30598630,MAG,91.26,1.66,1874779,91.26,1.63,1887189,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900544405,GCA_900544405.1,265,TRUE,266,TRUE
SRR30598630_bin.33.orig.fa,cleaned_SRR30598630_bin.33.orig_filtered_kept_contigs.fa,SRR30598630,MAG,92.3,0.25,2079270,96.58,0.34,2151546,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus sp900554415,GCA_900554415.1,201,TRUE,209,TRUE
SRR30598630_bin.34.orig.fa,cleaned_SRR30598630_bin.34.orig_filtered_kept_contigs.fa,SRR30598630,MAG,97.79,4.87,3993921,97.69,6.35,4071043,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,GCF_000701705.1,329,TRUE,332,TRUE
SRR30598630_bin.36.strict.fa,cleaned_SRR30598630_bin.36.strict_filtered_kept_contigs.fa,SRR30598630,MAG,98.03,0.01,1952554,98.55,0,2020902,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter faecis,GCF_014306095.1,130,TRUE,155,TRUE
SRR30598630_bin.38.orig.fa,cleaned_SRR30598630_bin.38.orig_filtered_kept_contigs.fa,SRR30598630,MAG,91.03,0,2147603,92.06,0,2168207,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp934330165,GCF_934330165.1,69,TRUE,71,TRUE
SRR30598630_bin.4.orig.fa,cleaned_SRR30598630_bin.4.orig_filtered_kept_contigs.fa,SRR30598630,MAG,95.31,0.13,2457845,97.3,0.11,2482788,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis,GCA_004000625.1,94,TRUE,96,TRUE
SRR30598630_bin.40.orig.fa,cleaned_SRR30598630_bin.40.orig_filtered_kept_contigs.fa,SRR30598630,MAG,90.18,0,2220431,85.32,0,2290017,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinalis,GCF_040096185.1,63,TRUE,66,TRUE
SRR30598630_bin.47.orig.fa,cleaned_SRR30598630_bin.47.orig_filtered_kept_contigs.fa,SRR30598630,MAG,95.69,0.6,2056658,96.96,0.52,2084740,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__,,69,TRUE,74,FALSE
SRR30598630_bin.49.orig.fa,cleaned_SRR30598630_bin.49.orig_filtered_kept_contigs.fa,SRR30598630,MAG,99.54,0.48,1942434,99.54,0.48,1942434,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae,GCF_001436025.1,70,TRUE,70,TRUE
SRR30598630_bin.50.orig.fa,cleaned_SRR30598630_bin.50.orig_filtered_kept_contigs.fa,SRR30598630,MAG,93.44,2.01,2354271,95.12,2,2417531,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900546075,GCA_900546075.1,145,TRUE,155,TRUE
SRR30598630_bin.54.orig.fa,cleaned_SRR30598630_bin.54.orig_filtered_kept_contigs.fa,SRR30598630,MAG,91.98,0.42,1675777,91.98,0.41,1692795,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Avilachnospira;s__Avilachnospira sp944377405,GCA_944377405.1,214,TRUE,219,TRUE
SRR30598630_bin.55.orig.fa,cleaned_SRR30598630_bin.55.orig_filtered_kept_contigs.fa,SRR30598630,MAG,98.16,1.28,1914502,99.39,1.14,2022488,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900554275,GCA_900554275.1,81,TRUE,83,TRUE
SRR30598630_bin.57.orig.fa,cleaned_SRR30598630_bin.57.orig_filtered_kept_contigs.fa,SRR30598630,MAG,93.3,0.19,2310760,95.98,0.25,2319128,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp934358235,GCA_934358235.1,339,TRUE,343,TRUE
SRR30598630_bin.58.orig.fa,cleaned_SRR30598630_bin.58.orig_filtered_kept_contigs.fa,SRR30598630,MAG,96.69,0.29,2410782,96.69,0.29,2410782,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835,GCA_000431835.1,35,TRUE,35,TRUE
SRR30598630_bin.6.orig.fa,cleaned_SRR30598630_bin.6.orig_filtered_kept_contigs.fa,SRR30598630,MAG,99.99,0.36,1843907,99.77,0.34,1871422,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp934436505,GCA_934436505.1,31,TRUE,33,TRUE
SRR30598630_bin.60.strict.fa,cleaned_SRR30598630_bin.60.strict_filtered_kept_contigs.fa,SRR30598630,MAG,99.9,0.17,2754681,99.9,0.37,2770221,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus,GCF_025144995.1,18,TRUE,39,TRUE
SRR30598630_bin.61.orig.fa,cleaned_SRR30598630_bin.61.orig_filtered_kept_contigs.fa,SRR30598630,MAG,92.32,1.08,1796777,92.2,1.98,1824673,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345,GCA_004556345.1,184,TRUE,191,TRUE
SRR30598630_bin.65.strict.fa,cleaned_SRR30598630_bin.65.strict_filtered_kept_contigs.fa,SRR30598630,MAG,98.58,1.41,2262269,98.18,1.78,2322630,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis,GCF_000156655.1,81,TRUE,130,TRUE
SRR30598630_bin.66.orig.fa,cleaned_SRR30598630_bin.66.orig_filtered_kept_contigs.fa,SRR30598630,MAG,93.53,4.93,2266054,95.35,4.89,2549043,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae,GCF_000186445.1,199,TRUE,272,FALSE
