"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis"	"sick"	"SM"	"sickSM"	2.0656657340713	0.575662398280218	0.62776429589005	0.0245615172747466	0.0734799972941844	0.0485197664186556	0.0984035423350245	NA	"abundance"	37	35
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)"	"sick"	"SM"	"sickSM"	1.20345505238622	0.575662398280218	0.253896016309227	0.0245966798256201	0.0734799972941844	0.0245966798256201	0.0564605605088097	NA	"abundance"	37	37
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)"	"sick"	"SM"	"sickSM"	1.82959226618123	0.575662398280218	0.52879755364447	0.0249566089298243	0.0742433010422807	0.0249566089298243	0.0567706644574833	NA	"abundance"	37	37
"PWY-7874: L-threonate degradation"	"sick"	"SM"	"sickSM"	2.93924426468018	0.575662398280218	1.00589600685754	0.0258114539487833	0.0764664323232704	0.0258114539487833	0.058451947283119	NA	"abundance"	37	33
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"	"sick"	"SM"	"sickSM"	1.76278916653354	0.575662398280218	0.503429073846552	0.0259338143552487	0.0765101328073934	0.0259338143552487	0.0584668582562526	NA	"abundance"	37	37
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I"	"sick"	"SM"	"sickSM"	1.44147647924909	0.575662398280218	0.362739271856163	0.026063481407618	0.0765749391769274	0.026063481407618	0.0584980360482094	NA	"abundance"	37	37
"P122-PWY: heterolactic fermentation"	"sick"	"SM"	"sickSM"	2.08857266662756	0.575662398280218	0.647282845596327	0.0267018175848537	0.0781275403408682	0.0526906481073726	0.105590386088187	NA	"abundance"	37	36
"PWY-5845: superpathway of menaquinol-9 biosynthesis"	"sick"	"SM"	"sickSM"	1.92734425725968	0.575662398280218	0.579546658509575	0.0273194022771521	0.079503894445241	0.0538924548135234	0.107571895971657	NA	"abundance"	37	35
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)"	"sick"	"SM"	"sickSM"	-0.060606757493544	0.575662398280218	0.264699145355939	0.0275076765591129	0.079503894445241	0.0275076765591129	0.0609270906243509	NA	"abundance"	37	37
"PWY0-781: aspartate superpathway"	"sick"	"SM"	"sickSM"	1.73486124657481	0.575662398280218	0.497396787872528	0.0274834550646313	0.079503894445241	0.0274834550646313	0.0609270906243509	NA	"abundance"	37	37
"PWY-7616: methanol oxidation to carbon dioxide"	"sick"	"SM"	"sickSM"	2.07106116814488	0.575662398280218	0.64403651301996	0.0278892075354863	0.080280269464497	0.0550006071740152	0.109351600877471	NA	"abundance"	37	35
"PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen"	"sick"	"SM"	"sickSM"	2.25974610412765	0.575662398280218	0.723105713159621	0.0285916499430203	0.0819704157640623	0.0285916499430203	0.0630514551145208	NA	"abundance"	37	29
"PWY-6922: L-N&delta;-acetylornithine biosynthesis"	"sick"	"SM"	"sickSM"	1.92270675278961	0.575662398280218	0.591771776905318	0.0305583440829011	0.0872569584053924	0.0601828757727133	0.117344989441005	NA	"abundance"	37	36
"CARNMET-PWY: L-carnitine degradation I"	"sick"	"SM"	"sickSM"	2.70907455265055	0.575662398280218	0.940911136838569	0.0309465311224818	0.0875797738416784	0.0609353744564489	0.11780440604253	NA	"abundance"	37	34
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)"	"sick"	"SM"	"sickSM"	2.32744523916406	0.575662398280218	0.773255425628769	0.0309454884081442	0.0875797738416784	0.0609333535634697	0.11780440604253	NA	"abundance"	37	35
"TYRFUMCAT-PWY: L-tyrosine degradation I"	"sick"	"SM"	"sickSM"	-1.37703011478029	0.575662398280218	0.721967322094043	0.031040932500848	0.0875797738416784	0.0611183255111739	0.11780440604253	NA	"abundance"	37	9
"ANAEROFRUCAT-PWY: homolactic fermentation"	"sick"	"SM"	"sickSM"	0.262119522582657	0.575662398280218	0.112571096631094	0.0312755190834735	0.0878928619302358	0.0312755190834735	0.0686701614658874	NA	"abundance"	37	37
"P164-PWY: purine nucleobases degradation I (anaerobic)"	"sick"	"SM"	"sickSM"	-1.0234422219176	0.575662398280218	0.709935150385666	0.0320967413851031	0.089845602853576	0.063163281962664	0.121283107951123	NA	"abundance"	37	35
"P23-PWY: reductive TCA cycle I"	"sick"	"SM"	"sickSM"	-0.809335914272394	0.575662398280218	0.614569967228339	0.0324043347089998	0.0903509097180348	0.0637586285100668	0.12196252802115	NA	"abundance"	37	36
"AEROBACTINSYN-PWY: aerobactin biosynthesis"	"sick"	"SM"	"sickSM"	1.73730058754241	0	0.816093600248818	0.0332707570478474	0.0920447792257572	0.0654345708211579	0.124227286709342	NA	"prevalence"	37	24
"DENITRIFICATION-PWY: nitrate reduction I (denitrification)"	"sick"	"SM"	"sickSM"	-1.73730058754241	0	0.816093600248818	0.0332707570478475	0.0920447792257572	0.0654345708211582	0.124227286709342	NA	"prevalence"	37	13
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)"	"sick"	"SM"	"sickSM"	1.43356066705145	0.575662398280218	0.378663779947241	0.0335276567185772	0.0923959842128231	0.0335276567185772	0.0726672388106501	NA	"abundance"	37	37
"PWY-2941: L-lysine biosynthesis II"	"sick"	"SM"	"sickSM"	1.18919246810803	0.575662398280218	0.268278762400932	0.0349830482737041	0.0960345456471183	0.0349830482737041	0.0754976041804298	NA	"abundance"	37	37
"PWY-5030: L-histidine degradation III"	"sick"	"SM"	"sickSM"	1.94684522393026	0.575662398280218	0.636845938820207	0.0397556852847814	0.105078262864249	0.0397556852847814	0.0838462542223771	NA	"abundance"	37	37
"PWY-5692: allantoin degradation to glyoxylate II"	"sick"	"SM"	"sickSM"	2.3124544874851	0.575662398280218	0.81181270200033	0.0408304492858168	0.105078262864249	0.0792239085049699	0.145483904709127	NA	"abundance"	37	34
"PWY-5913: partial TCA cycle (obligate autotrophs)"	"sick"	"SM"	"sickSM"	1.56010614965984	0.575662398280218	0.454174197735128	0.0398477247789515	0.105078262864249	0.0398477247789515	0.0838462542223771	NA	"abundance"	37	37
"PWY-7269: mitochondrial NADPH production (yeast)"	"sick"	"SM"	"sickSM"	2.38469948763092	0.575662398280218	0.847477689805828	0.0411024915211476	0.105078262864249	0.0805155682330493	0.146189905997454	NA	"abundance"	37	35
"URDEGR-PWY: superpathway of allantoin degradation in plants"	"sick"	"SM"	"sickSM"	2.3124544874851	0.575662398280218	0.81181270200033	0.0409530526586555	0.105078262864249	0.0792239085049699	0.145483904709127	NA	"abundance"	37	34
"CARNMET-PWY: L-carnitine degradation I"	"sick"	"SM"	"sickSM"	3.64401369857388	0	1.77814310774336	0.0404292149637787	0.105078262864249	0.0609353744564489	0.11780440604253	NA	"prevalence"	37	34
"CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate"	"sick"	"SM"	"sickSM"	1.78240498877472	0	0.873224142898774	0.0412332423897684	0.105078262864249	0.0807663045015634	0.146189905997454	NA	"prevalence"	37	20
"PWY-5417: catechol degradation III (ortho-cleavage pathway)"	"sick"	"SM"	"sickSM"	1.78240498877472	0	0.873224142898774	0.0412332423897684	0.105078262864249	0.0807663045015634	0.146189905997454	NA	"prevalence"	37	20
"PWY-5431: aromatic compounds degradation via &beta;-ketoadipate"	"sick"	"SM"	"sickSM"	1.78240498877472	0	0.873224142898774	0.0412332423897684	0.105078262864249	0.0807663045015634	0.146189905997454	NA	"prevalence"	37	20
"PWY-5692: allantoin degradation to glyoxylate II"	"sick"	"SM"	"sickSM"	3.64401369857388	0	1.77814310774336	0.0404292149637787	0.105078262864249	0.0792239085049699	0.145483904709127	NA	"prevalence"	37	34
"PWY-5850: superpathway of menaquinol-6 biosynthesis"	"sick"	"SM"	"sickSM"	3.64401369857389	0	1.77814310774337	0.0404292149637788	0.105078262864249	0.0792239085049701	0.145483904709127	NA	"prevalence"	37	34
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I"	"sick"	"SM"	"sickSM"	3.64401369857389	0	1.77814310774337	0.0404292149637788	0.105078262864249	0.0792239085049701	0.145483904709127	NA	"prevalence"	37	34
"PWY-5896: superpathway of menaquinol-10 biosynthesis"	"sick"	"SM"	"sickSM"	3.64401369857389	0	1.77814310774337	0.0404292149637788	0.105078262864249	0.0792239085049701	0.145483904709127	NA	"prevalence"	37	34
"PWY0-41: allantoin degradation IV (anaerobic)"	"sick"	"SM"	"sickSM"	3.64401369857388	0	1.77814310774336	0.0404292149637787	0.105078262864249	0.0329479555451031	0.0717186101305045	NA	"prevalence"	37	34
"URDEGR-PWY: superpathway of allantoin degradation in plants"	"sick"	"SM"	"sickSM"	3.64401369857388	0	1.77814310774336	0.0404292149637787	0.105078262864249	0.0792239085049699	0.145483904709127	NA	"prevalence"	37	34
"PWY-6807: xyloglucan degradation II (exoglucanase)"	"sick"	"SM"	"sickSM"	3.13553829067557	0.575662398280218	1.14138694420034	0.0433102567356232	0.109781627168218	0.0847447351327408	0.151759188801539	NA	"abundance"	37	15
"PWY0-862: (5Z)-dodecenoate biosynthesis I"	"sick"	"SM"	"sickSM"	1.42674277234363	0.575662398280218	0.397861012266419	0.0433876754349778	0.109781627168218	0.0433876754349778	0.0897982626830483	NA	"abundance"	37	37
"PWY-7196: superpathway of pyrimidine ribonucleosides salvage"	"sick"	"SM"	"sickSM"	-1.77984081521154	0.575662398280218	1.09168523890595	0.0438440594358949	0.11054300091816	0.0857658173239715	0.153045009712387	NA	"abundance"	37	22
"PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II"	"sick"	"SM"	"sickSM"	-2.13454271164541	0.575662398280218	1.06512258032406	0.0443273066556491	0.111366484212603	0.0866897031959542	0.154148944063228	NA	"abundance"	37	8
"PWY-702: L-methionine biosynthesis II"	"sick"	"SM"	"sickSM"	0.012780604554662	0.575662398280218	0.258736332890095	0.0459301199625983	0.114987025681012	0.0459301199625983	0.0942874413866348	NA	"abundance"	37	37
"P42-PWY: incomplete reductive TCA cycle"	"sick"	"SM"	"sickSM"	-0.292168451060866	0.575662398280218	0.412667988417962	0.0463006849155216	0.115508024473459	0.0463006849155216	0.094663343653192	NA	"abundance"	37	37
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II"	"sick"	"SM"	"sickSM"	1.40616554815999	0.575662398280218	0.39442647601061	0.0471156963660091	0.117130280126687	0.0471156963660091	0.0959412365517524	NA	"abundance"	37	37
"TCA: TCA cycle I (prokaryotic)"	"sick"	"SM"	"sickSM"	1.62652982299214	0.575662398280218	0.50905863177493	0.0490282456886879	0.121460218413439	0.0956527225020655	0.168308797433948	NA	"abundance"	37	36
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis"	"sick"	"SM"	"sickSM"	-0.0367833226019221	0.575662398280218	0.291174243183953	0.0501881007049638	0.123901873615379	0.0501881007049638	0.101379963424027	NA	"abundance"	37	37
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)"	"sick"	"SM"	"sickSM"	0.105452793134309	0.575662398280218	0.21692144673911	0.0509994614379539	0.125469263260848	0.0509994614379539	0.102608478191899	NA	"abundance"	37	37
"P124-PWY: Bifidobacterium shunt"	"sick"	"SM"	"sickSM"	-1.11869542364065	0.575662398280218	0.845987904473944	0.0543637297556907	0.133284868469987	0.105772044398432	0.184826582772346	NA	"abundance"	37	35
"PWY490-3: nitrate reduction VI (assimilatory)"	"sick"	"SM"	"sickSM"	-0.863189093299394	0.575662398280218	0.706938599112129	0.0546459916432585	0.1335164950459	0.106305798883842	0.185118718746	NA	"abundance"	37	25
"PWY-7000: kanamycin biosynthesis"	"sick"	"SM"	"sickSM"	-2.39899525677492	0.575662398280218	1.10532648538069	0.0549311183198468	0.133753510703463	0.106844808879825	0.185417967300039	NA	"abundance"	37	6
"GALACTUROCAT-PWY: D-galacturonate degradation I"	"sick"	"SM"	"sickSM"	0.156778722657522	0.575662398280218	0.194486512265711	0.0557305261995549	0.134776884788719	0.0557305261995549	0.109937170823341	NA	"abundance"	37	37
"PWY0-1261: anhydromuropeptides recycling I"	"sick"	"SM"	"sickSM"	1.37840055536677	0.575662398280218	0.396245937120648	0.055688751930461	0.134776884788719	0.055688751930461	0.109937170823341	NA	"abundance"	37	37
"PWY-621: sucrose degradation III (sucrose invertase)"	"sick"	"SM"	"sickSM"	1.22028997164667	0.575662398280218	0.318549886925375	0.058084661768862	0.139993879720884	0.058084661768862	0.114135230324028	NA	"abundance"	37	37
"PWY-5723: Rubisco shunt"	"sick"	"SM"	"sickSM"	1.92139652289093	0.575662398280218	0.688247601218377	0.060058247081525	0.143950934854084	0.060058247081525	0.117344989441005	NA	"abundance"	37	37
"RUMP-PWY: formaldehyde oxidation I"	"sick"	"SM"	"sickSM"	-0.530079096202626	0.575662398280218	0.563207465767638	0.0602838699870337	0.143950934854084	0.116933594993454	0.197655237135882	NA	"abundance"	37	35
"PWY-6185: 4-methylcatechol degradation (ortho cleavage)"	"sick"	"SM"	"sickSM"	1.63446663374754	0	0.87016276542925	0.0603338658038213	0.143950934854084	0.117027556244809	0.197655237135882	NA	"prevalence"	37	19
"PWY-5055: nicotinate degradation III"	"sick"	"SM"	"sickSM"	-1.47240577783418	0	0.799586839939677	0.0655544343364035	0.154335108652923	0.126811484811641	0.211352474686068	NA	"prevalence"	37	11
"PWY-5677: succinate fermentation to butanoate"	"sick"	"SM"	"sickSM"	1.47240577783419	0	0.799586839939677	0.065554434336403	0.154335108652923	0.12681148481164	0.211352474686068	NA	"prevalence"	37	26
"PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)"	"sick"	"SM"	"sickSM"	1.97975432647148	0	1.0741376629908	0.0653128892835321	0.154335108652923	0.126360005060501	0.211352474686068	NA	"prevalence"	37	15
"PWY-7268: cytosolic NADPH production (yeast)"	"sick"	"SM"	"sickSM"	1.97975432647148	0	1.0741376629908	0.0653128892835321	0.154335108652923	0.126360005060501	0.211352474686068	NA	"prevalence"	37	15
"PWY-6285: superpathway of fatty acids biosynthesis (E. coli)"	"sick"	"SM"	"sickSM"	1.45288922968117	0.575662398280218	0.457484156718156	0.0675869731430081	0.1585951746029	0.0675869731430081	0.127833039090708	NA	"abundance"	37	37
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation"	"sick"	"SM"	"sickSM"	-0.0104045978230008	0.575662398280218	0.301936402415793	0.0697372986535992	0.16310269520628	0.0697372986535992	0.131407969477864	NA	"abundance"	37	37
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)"	"sick"	"SM"	"sickSM"	-0.0284355889619536	0.575662398280218	0.316521020753342	0.072920339423532	0.169988069934857	0.072920339423532	0.136895060999568	NA	"abundance"	37	37
"PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II"	"sick"	"SM"	"sickSM"	-1.49979375635521	0	0.841004523032371	0.0745316024376586	0.173176370369854	0.0866897031959542	0.154148944063228	NA	"prevalence"	37	8
"PWY-6612: superpathway of tetrahydrofolate biosynthesis"	"sick"	"SM"	"sickSM"	1.24897478556914	0.575662398280218	0.359563406552907	0.0761683894758748	0.176403012760088	0.0761683894758748	0.142463098834507	NA	"abundance"	37	37
"PWY-7873: D-erythronate degradation II"	"sick"	"SM"	"sickSM"	2.58407277818178	0.575662398280218	1.09752507024906	0.0784398634995958	0.18107384074095	0.0111438842021561	0.0299343697983448	NA	"abundance"	37	30
"P162-PWY: L-glutamate degradation V (via hydroxyglutarate)"	"sick"	"SM"	"sickSM"	-0.241485852243603	0.575662398280218	0.447827465432065	0.0847805226184923	0.184695485107218	0.16237330822152	0.261313038984987	NA	"abundance"	37	26
"PWY-5088: L-glutamate degradation VIII (to propanoate)"	"sick"	"SM"	"sickSM"	2.02720580633573	0.575662398280218	0.803451705554783	0.0846495115864037	0.184695485107218	0.0846495115864037	0.151759188801539	NA	"abundance"	37	26
"PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"	"sick"	"SM"	"sickSM"	2.04555431362764	0.575662398280218	0.815906098890411	0.0831869401733103	0.184695485107218	0.159453813331223	0.258920179203432	NA	"abundance"	37	31
"PWY-6920: 6-gingerol analog biosynthesis (engineered)"	"sick"	"SM"	"sickSM"	-0.970206925234065	0.575662398280218	0.846162798834705	0.0848386975930437	0.184695485107218	0.162479790576804	0.261313038984987	NA	"abundance"	37	21
"PWY1G-0: mycothiol biosynthesis"	"sick"	"SM"	"sickSM"	-0.835576493849691	0.575662398280218	0.790257030915978	0.0851391689755248	0.184695485107218	0.163029659857207	0.261365010247268	NA	"abundance"	37	34
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0223577903116694	0.0520308023382169	NA	"prevalence"	37	35
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0153264527856803	0.0386992932838427	NA	"prevalence"	37	35
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0222548889883703	0.0520308023382169	NA	"prevalence"	37	35
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0358170301972911	0.0769685117005617	NA	"prevalence"	37	35
"PWY-5845: superpathway of menaquinol-9 biosynthesis"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358804	0.184695485107218	0.0538924548135234	0.107571895971657	NA	"prevalence"	37	35
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358804	0.184695485107218	0.0485197664186556	0.0984035423350245	NA	"prevalence"	37	35
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0609333535634697	0.11780440604253	NA	"prevalence"	37	35
"PWY-7039: phosphatidate metabolism, as a signaling molecule"	"sick"	"SM"	"sickSM"	5.04323917418813	0	2.91377270610836	0.0834824592533763	0.184695485107218	0.0834824592533763	0.150566578296268	NA	"prevalence"	37	19
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0133823299487894	0.0348354465161785	NA	"prevalence"	37	35
"PWY-7269: mitochondrial NADPH production (yeast)"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0805155682330493	0.146189905997454	NA	"prevalence"	37	35
"PWY-7616: methanol oxidation to carbon dioxide"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0550006071740152	0.109351600877471	NA	"prevalence"	37	35
"PWY-7942: 5-oxo-L-proline metabolism"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0268492044450095	0.0599949037377424	NA	"prevalence"	37	35
"PWY-801: homocysteine and cysteine interconversion"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0362381476633295	0.0772163062024531	NA	"prevalence"	37	35
"PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.021548530246894	0.0510892383787861	NA	"prevalence"	37	35
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0102754293540183	0.0278983431385981	NA	"prevalence"	37	35
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA"	"sick"	"SM"	"sickSM"	3.10653337034208	0	1.81379332334302	0.0867627173358803	0.184695485107218	0.0187278313698424	0.0461344138622946	NA	"prevalence"	37	35
"PWY-4984: urea cycle"	"sick"	"SM"	"sickSM"	1.59432107723362	0.575662398280218	0.574543768875101	0.0879862925365096	0.186185279742435	0.168230997398699	0.26632179838979	NA	"abundance"	37	36
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)"	"sick"	"SM"	"sickSM"	-0.678896053717035	0.575662398280218	0.710555835933703	0.0878891046021244	0.186185279742435	0.0878891046021244	0.155733325698501	NA	"abundance"	37	37
"PWY-6572: chondroitin sulfate degradation I (bacterial)"	"sick"	"SM"	"sickSM"	3.12200142259475	0.575662398280218	1.45117076566622	0.0924916841208194	0.194560909496753	0.0221194562764261	0.0519550019516055	NA	"abundance"	37	26
"PWY-6902: chitin degradation II (Vibrio)"	"sick"	"SM"	"sickSM"	1.43344154720685	0.575662398280218	0.489642984154685	0.0923103570120127	0.194560909496753	0.0923103570120127	0.162995560458274	NA	"abundance"	37	37
"PWY-8131: 5'-deoxyadenosine degradation II"	"sick"	"SM"	"sickSM"	-0.49417364395238	0.575662398280218	0.629999893204682	0.100657242550835	0.211112977739361	0.100657242550835	0.176499678778373	NA	"abundance"	37	37
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I"	"sick"	"SM"	"sickSM"	1.82778468992982	0.575662398280218	0.752010917895756	0.106836828695117	0.223414662359495	0.0792239085049701	0.145483904709127	NA	"abundance"	37	34
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage"	"sick"	"SM"	"sickSM"	1.13530101501911	0.575662398280218	0.328790926979212	0.107279837946874	0.223683181173688	0.107279837946874	0.185535336175245	NA	"abundance"	37	37
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II"	"sick"	"SM"	"sickSM"	0.946747059474055	0.575662398280218	0.20944153883375	0.108045019444369	0.22409651459068	0.108045019444369	0.18569647892125	NA	"abundance"	37	37
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II"	"sick"	"SM"	"sickSM"	0.946747059474055	0.575662398280218	0.20944153883375	0.108108445154154	0.22409651459068	0.108108445154154	0.18569647892125	NA	"abundance"	37	37
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)"	"sick"	"SM"	"sickSM"	1.33657024269077	0.575662398280218	0.457010584269374	0.109745884703415	0.226171953693125	0.109745884703415	0.187235377619002	NA	"abundance"	37	37
"PWY-8073: lipid IVA biosynthesis (P. putida)"	"sick"	"SM"	"sickSM"	1.33657024269077	0.575662398280218	0.457010584269374	0.109543684738132	0.226171953693125	0.109543684738132	0.187235377619002	NA	"abundance"	37	37
"PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"	"sick"	"SM"	"sickSM"	-1.69974352451635	0	1.0754143882365	0.113981537573978	0.234222176922249	0.0164135805857976	0.0410339514644939	NA	"prevalence"	37	24
"PWY-5896: superpathway of menaquinol-10 biosynthesis"	"sick"	"SM"	"sickSM"	1.72104423796812	0.575662398280218	0.702408278962744	0.114469195584778	0.234546392105986	0.0792239085049701	0.145483904709127	NA	"abundance"	37	34
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	"sick"	"SM"	"sickSM"	1.30637381100001	0.575662398280218	0.444761779366813	0.115218847104563	0.235404023825702	0.115218847104563	0.195910834302371	NA	"abundance"	37	37
"PWY-5028: L-histidine degradation II"	"sick"	"SM"	"sickSM"	1.35027741474995	0	0.86690733233179	0.1193328723168	0.241725561872497	0.224425410218222	0.342401305619953	NA	"prevalence"	37	17
"PWY-6182: superpathway of salicylate degradation"	"sick"	"SM"	"sickSM"	1.35027741474995	0	0.86690733233179	0.1193328723168	0.241725561872497	0.224425410218222	0.342401305619953	NA	"prevalence"	37	17
"PWY-6763: salicortin biosynthesis"	"sick"	"SM"	"sickSM"	1.35027741474994	0	0.866907332331789	0.119332872316802	0.241725561872497	0.224425410218226	0.342401305619953	NA	"prevalence"	37	17
"CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)"	"sick"	"SM"	"sickSM"	-1.25220025373236	0	0.816442168117042	0.125096570291372	0.251253281008943	0.23454398868408	0.355689832689071	NA	"prevalence"	37	9
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle"	"sick"	"SM"	"sickSM"	1.25220025373237	0	0.816442168117043	0.125096570291371	0.251253281008943	0.234543988684078	0.355689832689071	NA	"prevalence"	37	28
"PWY-5005: biotin biosynthesis II"	"sick"	"SM"	"sickSM"	-0.772583295962007	0.575662398280218	0.85827143844749	0.126766362127674	0.25388981259937	0.237463013688264	0.357966632574846	NA	"abundance"	37	35
"PWY-5850: superpathway of menaquinol-6 biosynthesis"	"sick"	"SM"	"sickSM"	1.67922851208804	0.575662398280218	0.701276831603724	0.127798933740478	0.255238881712022	0.0792239085049701	0.145483904709127	NA	"abundance"	37	34
"PWY-6549: L-glutamine biosynthesis III"	"sick"	"SM"	"sickSM"	-0.546673727577165	0.575662398280218	0.718030231949146	0.129089997943646	0.255331564899572	0.129089997943646	0.214442266320858	NA	"abundance"	37	37
"PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)"	"sick"	"SM"	"sickSM"	-1.77789111253818	0	1.17202458969719	0.129281805012434	0.255331564899572	0.241849824917594	0.360277762782847	NA	"prevalence"	37	3
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I"	"sick"	"SM"	"sickSM"	0.352030869656112	0.575662398280218	0.118183735171703	0.12986367538712	0.255770285873248	0.12986367538712	0.215020183837691	NA	"abundance"	37	37
"GALACTITOLCAT-PWY: galactitol degradation"	"sick"	"SM"	"sickSM"	1.61086577453536	0.575662398280218	0.668098561157759	0.132330522513242	0.259908843941754	0.132330522513242	0.218388607415644	NA	"abundance"	37	37
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	"sick"	"SM"	"sickSM"	-0.703332901663293	0.575662398280218	0.828516461904196	0.136673617527686	0.267699564909599	0.254667557327267	0.377146969062375	NA	"abundance"	37	26
"PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction)"	"sick"	"SM"	"sickSM"	-0.390461110511767	0.575662398280218	0.627947096613277	0.138283564334351	0.268563229034089	0.25744478450369	0.378799779344292	NA	"abundance"	37	29
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)"	"sick"	"SM"	"sickSM"	1.12112314934959	0.575662398280218	0.351301019622155	0.138168159656825	0.268563229034089	0.138168159656825	0.227279871748197	NA	"abundance"	37	37
"PWY-8188: L-alanine degradation VI (reductive Stickland reaction)"	"sick"	"SM"	"sickSM"	-0.390461110511767	0.575662398280218	0.627947096613277	0.138146796444547	0.268563229034089	0.257209055521202	0.378799779344292	NA	"abundance"	37	29
"PWY-8189: L-alanine degradation V (oxidative Stickland reaction)"	"sick"	"SM"	"sickSM"	-0.390461110511767	0.575662398280218	0.627947096613277	0.138625464213095	0.268563229034089	0.258033909097894	0.378799779344292	NA	"abundance"	37	29
"PWY-7392: taxadiene biosynthesis (engineered)"	"sick"	"SM"	"sickSM"	1.68781073398392	0.575662398280218	0.741378560081518	0.144445130132128	0.279077411749846	0.144445130132128	0.236833736093262	NA	"abundance"	37	37
